street,winner,total_pot,is_button,bets,bets_amount,raises,raises_amount,calls,checks,"initial_stack,",id
Flop,kay82_ps,6.0,false,1,5.67,0,0,2,2,308.84,137343047114
River,kay82_ps,23.0,true,1,7.0,1,2.0,2,5,311.57,137343132729
Flop,inthestretch,15.0,true,1,14.32,1,2.0,1,1,114.53,137343272915
River,espher,51.0,false,2,38.0,2,6.0,2,2,135.17,137343195435
PreFlop,inthestretch,5.0,false,0,0,1,2.0,0,0,122.85,137343314834
Turn,_McLobster_,6.0,false,1,4.01,0,0,2,4,852.62,137343350523
Flop,kay82_ps,14.0,false,1,6.81,1,2.0,1,1,322.53,137343437782
Flop,4getDa$,15.0,false,1,9.45,1,2.0,1,1,200.0,137343536779
PreFlop,inthestretch,2.0,false,0,0,0,0,0,0,123.85,137343665363
River,espher,19.0,false,1,8.0,1,2.0,2,4,156.87,137343610769
PreFlop,kay82_ps,11.0,false,0,0,2,6.0,0,0,321.9,137343692345
PreFlop,4getDa$,5.0,false,0,0,1,2.0,0,0,204.32,137343749083
PreFlop,SoNe1988,5.0,true,0,0,1,2.0,0,0,200.0,137343781448
River,BenaBadBeat,42.06,false,2,46.14,1,2.0,3,2,228.94,137343823463
Flop,inthestretch,13.0,false,1,6.21,1,2.0,1,1,118.85,137343915269
River,erfk1958,13.0,true,0,0,1,2.0,1,6,69.36,137343949554
Flop,BenaBadBeat,11.0,true,1,7.35,1,2.0,1,1,245.08,137344017429
PreFlop,4getDa$,19.0,false,0,0,2,10.0,1,0,207.32,137344071635
PreFlop,checkitout12,13.0,false,0,0,2,7.0,0,0,200.0,137344173341
PreFlop,erfk1958,5.0,false,0,0,1,2.0,0,0,85.02,137344228859
PreFlop,4getDa$,5.0,false,0,0,1,2.0,0,0,217.32,137344278470
PreFlop,inthestretch,5.0,false,0,0,1,2.0,0,0,114.27,137344317422
PreFlop,VinQbator,2.0,false,0,0,0,0,0,0,200.0,137344388996
Flop,inthestretch,13.56,false,1,3.78,1,3.78,2,1,117.27,137344416688
Turn,BenaBadBeat,11.0,false,1,7.35,1,2.0,1,3,243.0,137344485161
PreFlop,espher,5.0,false,0,0,1,2.0,0,0,161.01,137344553232
PreFlop,VinQbator,39.0,false,0,0,3,26.0,0,0,200.0,137344606530
River,kay82_ps,21.0,false,1,4.0,1,2.0,2,4,301.9,137344669121
PreFlop,inthestretch,5.0,false,0,0,1,2.0,0,0,121.44,137344736471
Flop,VinQbator,10.0,false,1,6.3,1,2.0,1,1,221.0,137344773777
PreFlop,kay82_ps,19.0,false,0,0,2,10.0,1,0,311.96,137344827307
PreFlop,BenaBadBeat,5.0,false,0,0,1,2.0,0,0,242.5,137344895089
River,kay82_ps,73.0,true,3,316.96,1,2.0,3,3,321.96,137344931780
PreFlop,kay82_ps,7.0,false,0,0,1,2.0,1,0,356.16,137345063275
PreFlop,SoNe1988,5.0,true,0,0,1,2.0,0,0,200.0,137345138206
PreFlop,BenaBadBeat,5.0,false,0,0,1,2.0,0,0,245.5,137345102637
PreFlop,inthestretch,5.0,false,0,0,1,2.0,0,0,85.44,137345180872
PreFlop,inthestretch,5.0,false,0,0,1,2.0,0,0,73.44,137345748608
Flop,erfk1958,17.0,false,1,6.0,1,2.0,2,0,59.02,137345806409
PreFlop,bigacsiga,5.0,true,0,0,1,2.0,0,0,200.0,137345834352
Turn,espher,13.56,false,1,3.78,1,3.78,2,5,145.01,137345861918
PreFlop,Igoriah,2.0,false,0,0,0,0,0,0,197.0,137345933465
River,BenaBadBeat,11.0,false,0,0,1,2.0,1,6,253.4,137345948683
Flop,Igoriah,9.0,true,1,5.0,1,2.0,1,1,197.0,137345985478
Flop,Igoriah,18.0,false,1,12.0,1,2.0,2,1,201.6,137346025366
PreFlop,bigacsiga,2.0,false,0,0,0,0,0,0,203.0,137346062106
PreFlop,erfk1958,2.0,false,0,0,0,0,0,0,66.26,137346093659
Turn,espher,21.0,false,2,16.0,1,2.0,2,2,149.18,137346110161
River,VinQbator,11.0,false,0,0,1,2.0,1,6,200.0,137346177441
Flop,techitch13,35.0,false,1,21.72,2,7.0,1,0,200.0,137346253887
River,VinQbator,326.48,true,1,31.51,4,101.53,3,1,200.0,137346341798
PreFlop,techitch13,5.0,true,0,0,1,2.0,0,0,215.42,137346453270
River,Igoriah,18.0,true,2,14.0,1,2.0,2,4,210.79,137346490919
Flop,inthestretch,13.0,true,1,12.42,1,2.0,1,1,55.44,137346570395
PreFlop,Igoriah,5.0,false,0,0,1,2.0,0,0,219.98,137346649685
PreFlop,SoNe1988,5.0,false,0,0,1,2.0,0,0,220.35,137346821192
PreFlop,inthestretch,5.0,false,0,0,1,2.0,0,0,62.86,137346793494
Flop,SoNe1988,21.0,false,1,13.0,1,2.0,2,2,206.29,137346683794
River,inthestretch,5.0,false,1,4.78,0,0,1,6,65.86,137346835942
River,inthestretch,137.28,false,2,34.22,3,36.22,3,1,68.64,137346896424
River,Nnevil,71.0,false,2,29.0,1,2.0,3,4,194.0,137346968456
Turn,Nnevil,57.32,false,2,21.16,2,16.0,2,2,227.2,137347047892
PreFlop,inthestretch,5.0,false,0,0,1,2.0,0,0,105.32,137347132777
PreFlop,erfk1958,2.0,false,0,0,0,0,0,0,63.26,137347182049
PreFlop,techitch13,5.0,false,0,0,1,2.0,0,0,217.42,137347218654
PreFlop,techitch13,5.0,false,0,0,1,2.0,0,0,220.42,137347237235
Turn,BenaBadBeat,71.76,true,2,54.230000000000004,2,7.0,2,2,214.9,137347280259
PreFlop,Igoriah,2.0,false,0,0,0,0,0,0,200.0,137347357858
River,inthestretch,23.0,false,1,6.0,1,2.0,2,5,108.32,137347386712
PreFlop,BenaBadBeat,5.0,true,0,0,1,2.0,0,0,284.48,137347712210
PreFlop,Igoriah,19.0,false,0,0,2,10.0,1,0,200.0,137347759192
PreFlop,inthestretch,9.04,false,0,0,2,6.02,0,0,116.28,137347809914
PreFlop,VinQbator,39.0,false,0,0,3,26.0,0,0,322.76,137347842546
River,inthestretch,21.04,true,2,8.02,0,0,3,3,120.3,137347905250
PreFlop,inthestretch,5.0,false,0,0,1,2.0,0,0,130.37,137347940386
PreFlop,BenaBadBeat,5.0,false,0,0,1,2.0,0,0,287.48,137347965357
Flop,bigacsiga,15.0,true,1,9.0,1,2.0,1,1,202.5,137347995040
PreFlop,techitch13,2.0,false,0,0,0,0,0,0,200.0,137348059088
Turn,erfk1958,27.0,false,1,25.78,2,6.0,1,2,51.12,137348077372
River,techitch13,27.12,true,1,186.94,2,6.02,1,5,200.0,137348111879
PreFlop,Igoriah,5.0,true,0,0,1,2.0,0,0,207.0,137348163754
PreFlop,SoNe1988,4.0,false,0,0,1,2.0,0,0,200.0,137348194908
Turn,inthestretch,31.0,false,1,29.6,2,8.0,1,2,119.31,137348212734
River,inthestretch,14.56,false,2,11.73,0,0,2,5,134.91,137348266138
River,Igoriah,13.0,false,1,10.0,1,2.0,1,4,210.0,137348311192
PreFlop,bigacsiga,5.0,false,0,0,1,2.0,0,0,207.82,137348355296
PreFlop,SoNe1988,5.0,false,0,0,1,2.0,0,0,203.0,137348412121
PreFlop,SoNe1988,5.0,false,0,0,1,2.0,0,0,200.0,137348386997
Turn,inthestretch,9.0,false,1,4.3,1,2.0,1,2,142.03,137348432579
PreFlop,techitch13,15.0,false,0,0,2,8.0,0,0,209.84,137348480861
PreFlop,inthestretch,5.0,false,0,0,1,2.0,0,0,125.63,137348583653
PreFlop,Rojocapo1987,63.0,false,0,0,3,29.0,1,0,200.0,137348520015
PreFlop,erfk1958,2.0,false,0,0,0,0,0,0,53.12,137348609103
PreFlop,erfk1958,4.0,false,0,0,1,2.0,0,0,54.12,137348644858
Turn,BenaBadBeat,115.24,true,1,42.12,2,6.0,2,2,269.48,137348711937
PreFlop,bigacsiga,21.06,false,0,0,2,8.02,1,0,207.82,137348669892
PreFlop,BenaBadBeat,5.0,false,0,0,1,2.0,0,0,325.8,137348746957
PreFlop,RAidakCo,2.0,false,0,0,0,0,0,0,200.0,137348852328
River,inthestretch,264.22,false,0,0,4,125.0,4,0,122.61,137348772095
Flop,erfk1958,10.0,false,1,6.0,1,2.0,1,1,82.86,137348900752
PreFlop,BenaBadBeat,5.0,false,0,0,1,2.0,0,0,322.8,137348871263
Flop,Nnevil,10.28,true,1,5.5,1,2.0,1,1,228.48,137348944589
River,bigacsiga,96.0,true,0,0,3,28.0,2,6,216.72,137348995424
PreFlop,SoNe1988,5.0,false,0,0,1,2.0,0,0,202.0,137349436488
Flop,s04ja,33.0,false,1,20.0,2,7.0,3,2,223.31,137349459561
Flop,s04ja,5.0,false,1,6.0,0,0,1,2,244.83,137349521531
Flop,Nnevil,25.18,false,1,7.11,2,9.11,1,1,232.76,137349569044
River,s04ja,38.92,false,2,25.46,1,2.0,3,3,247.61,137349620012
PreFlop,erfk1958,18.0,false,0,0,2,9.0,1,0,76.0,137349674807
PreFlop,Nnevil,5.0,false,0,0,1,2.0,0,0,238.22,137349698620
River,Igoriah,73.0,false,1,18.0,2,7.0,2,5,198.0,137349716668
Turn,s04ja,12.0,false,1,8.0,1,2.0,1,2,230.32,137349768367
River,Igoriah,31.0,false,0,0,2,6.0,1,6,234.2,137349811661
PreFlop,Nnevil,4.0,false,0,0,1,2.0,0,0,239.22,137349861527
PreFlop,maverik676,5.0,false,0,0,1,2.0,0,0,194.0,137349882782
River,Nnevil,66.22,false,2,63.11,1,2.0,4,6,241.22,137349908886
PreFlop,Igoriah,2.0,false,0,0,0,0,0,0,249.8,137349990590
PreFlop,s04ja,4.0,false,0,0,1,2.0,0,0,223.78,137350062632
Turn,BenaBadBeat,11.0,true,1,7.35,1,2.0,1,3,266.8,137350010922
PreFlop,maverik676,2.0,false,0,0,0,0,0,0,197.0,137350087829
Flop,Rojocapo1987,21.0,true,1,11.03,1,2.0,2,1,231.0,137350100634
River,SoNe1988,43.0,true,2,12.0,1,2.0,4,2,200.0,137350292120
River,Igoriah,31.76,false,3,33.88,0,0,5,2,236.61,137350342580
River,erfk1958,45.0,false,3,18.0,1,2.0,4,0,44.48,137350397192
River,Rojocapo1987,190.34,false,2,76.67,2,7.0,3,2,256.93,137350472274
PreFlop,Igoriah,5.0,false,0,0,1,2.0,0,0,252.06,137350564246
PreFlop,SoNe1988,5.0,false,0,0,1,2.0,0,0,221.06,137350595954
PreFlop,s04ja,5.0,false,0,0,1,2.0,0,0,164.78,137350628051
PreFlop,bigacsiga,5.0,false,0,0,1,2.0,0,0,273.93,137350698442
PreFlop,maverik676,37.0,false,0,0,3,21.0,0,0,194.0,137350652142
PreFlop,SoNe1988,11.28,true,0,0,2,6.14,0,0,221.06,137350718056
PreFlop,erfk1958,5.0,true,0,0,1,2.0,0,0,62.46,137350749448
Flop,Nnevil,21.0,false,1,11.23,1,2.0,3,2,269.39,137350795438
PreFlop,Nnevil,5.0,false,0,0,1,2.0,0,0,284.45,137350850273
River,erfk1958,19.0,false,1,4.0,1,2.0,2,4,65.46,137350898173
Flop,SoNe1988,29.38,false,1,8.19,2,10.19,1,1,228.2,137350967476
River,BenaBadBeat,47.0,false,2,18.0,1,2.0,3,3,200.0,137351073368
PreFlop,BenaBadBeat,2.0,false,0,0,0,0,0,0,221.88,137351190580
Flop,bigacsiga,11.0,false,1,7.0,1,2.0,1,1,274.93,137351164621
River,Igoriah,21.0,false,2,20.0,1,2.0,2,2,244.06,137351200857
River,Igoriah,31.28,false,2,11.64,1,2.0,3,3,254.12,137351232539
PreFlop,Rojocapo1987,12.0,false,0,0,2,6.0,1,0,317.61,137351275047
River,SoNe1988,27.0,false,1,7.0,1,2.0,2,4,219.07,137351312647
PreFlop,Igoriah,5.0,false,0,0,1,2.0,0,0,261.9,137351583970
River,erfk1958,52.38,false,1,17.19,1,2.0,3,6,54.6,137351611506
PreFlop,Igoriah,2.0,false,0,0,0,0,0,0,264.9,137351661486
Flop,s04ja,17.0,false,1,16.24,2,7.0,1,0,112.96,137351670143
River,erfk1958,31.9,false,1,7.95,1,2.0,4,7,81.43,137351692296
River,bigacsiga,6.0,false,0,0,0,0,2,10,279.43,137351736282
River,BenaBadBeat,77.0,false,2,45.0,2,7.0,2,3,200.0,137351787219
Flop,bigacsiga,9.0,true,1,6.0,1,2.0,1,1,282.16,137351838586
PreFlop,Rojocapo1987,11.0,false,0,0,2,6.0,0,0,318.61,137351874098
PreFlop,erfk1958,17.0,true,0,0,2,9.0,0,0,94.94,137351903570
Flop,s04ja,13.0,false,1,12.42,1,2.0,1,0,111.2,137351937906
River,Rojocapo1987,15.0,false,1,9.45,1,2.0,2,7,318.61,137352009777
PreFlop,Igoriah,11.0,false,0,0,2,6.0,0,0,224.9,137352056997
PreFlop,caaal_meee!,5.0,false,0,0,1,2.0,0,0,200.0,137352088652
PreFlop,mentalpshyco,5.0,false,0,0,1,2.0,0,0,200.0,137352290517
PreFlop,YaDaDaMeeN21,5.0,false,0,0,1,2.0,0,0,200.0,137352301793
PreFlop,dh7889,5.0,false,0,0,1,2.0,0,0,201.0,137352336428
Turn,Pokermopar51,9.0,false,1,4.3,1,2.0,1,2,125.86,137352355179
River,YaDaDaMeeN21,12.0,false,1,4.0,0,0,2,6,203.0,137352382648
River,erfk1958,11.0,false,0,0,1,2.0,1,6,94.94,137352437242
PreFlop,manic12,5.0,false,0,0,1,2.0,0,0,201.25,137352469059
River,Pokermopar51,35.0,false,2,41.42,1,2.0,3,3,124.46,137352495666
Turn,pardama,97.0,false,2,58.0,2,8.0,3,2,200.0,137352545387
Turn,Pokermopar51,15.0,false,1,7.16,1,2.0,2,2,135.88,137352614534
Flop,Pokermopar51,12.84,false,1,6.13,1,2.0,2,1,144.2,137352656304
River,Pokermopar51,29.32,false,1,7.16,1,2.0,2,5,169.29,137352772840
River,YaDaDaMeeN21,11.64,false,2,11.82,0,0,2,4,207.46,137352681436
Flop,Pokermopar51,46.0,true,1,21.96,2,6.0,2,1,146.36,137352720978
PreFlop,YaDaDaMeeN21,5.0,true,0,0,1,2.0,0,0,208.76,137352753942
PreFlop,dh7889,4.0,false,0,0,1,2.0,0,0,200.0,137352800930
River,Pokermopar51,101.9,false,2,30.15,2,12.16,5,4,184.13,137352818903
Turn,Pokermopar51,17.0,false,1,8.12,1,2.0,2,2,236.16,137352864520
River,manic12,19.54,true,1,4.77,1,2.0,2,4,231.39,137352918200
River,manic12,64.38,false,1,16.19,2,6.0,2,4,200.0,137352887180
River,CRAZY_YEHOOO,10.0,false,1,7.0,1,2.0,1,5,200.0,137352938919
PreFlop,pardama,37.0,false,0,0,3,23.0,0,0,200.13,137353006682
River,Rafaello18,46.5,false,3,48.35,1,2.0,3,3,200.0,134537529193
PreFlop,g00000se,5.0,false,0,0,1,2.0,0,0,208.32,134537548436
PreFlop,tobe4funas,5.0,false,0,0,1,2.0,0,0,200.1,134537556055
PreFlop,tobe4funas,5.0,false,0,0,1,2.0,0,0,203.1,134537567694
PreFlop,Kreuznagel,5.0,false,0,0,1,2.0,0,0,200.0,134537579847
PreFlop,Rafaello18,9.0,false,0,0,2,6.0,0,0,221.66,134537593491
PreFlop,EsKoTeiRo,2.0,false,0,0,0,0,0,0,200.0,134537622568
PreFlop,Rafaello18,5.0,false,0,0,1,2.0,0,0,225.66,134537627222
PreFlop,shyne1991,5.0,false,0,0,1,2.0,0,0,42.0,134537635830
PreFlop,Kreuznagel,5.0,true,0,0,1,2.0,0,0,200.0,134537641110
PreFlop,g00000se,2.0,false,0,0,0,0,0,0,200.32,134537666478
Flop,TideHan,15.0,false,1,9.45,1,2.0,1,0,207.88,134537677354
PreFlop,g00000se,5.0,true,0,0,1,2.0,0,0,200.32,134537693032
PreFlop,EsKoTeiRo,2.0,false,0,0,0,0,0,0,200.0,134537703314
PreFlop,TideHan,2.0,false,0,0,0,0,0,0,216.2,134537737140
PreFlop,Kreuznagel,5.0,true,0,0,1,2.0,0,0,200.0,134537747950
PreFlop,EsKoTeiRo,5.0,false,0,0,1,2.0,0,0,200.0,134537755998
PreFlop,Kreuznagel,5.0,false,0,0,1,2.0,0,0,206.0,134537784654
PreFlop,Kreuznagel,5.0,false,0,0,1,2.0,0,0,203.0,134537776299
Flop,HerrJanks,18.0,false,1,25.0,1,2.0,2,0,200.0,134537806640
PreFlop,EsKoTeiRo,5.0,false,0,0,1,2.0,0,0,200.0,134537795617
PreFlop,TideHan,2.0,false,0,0,0,0,0,0,216.2,134537831074
PreFlop,shyne1991,2.0,false,0,0,0,0,0,0,25.0,134537842465
River,g00000se,12.0,false,0,0,1,2.0,1,6,200.32,134537860848
River,EsKoTeiRo,29.0,false,2,32.0,1,2.0,2,4,200.0,134537881427
Turn,EsKoTeiRo,15.0,false,1,12.0,1,2.0,1,2,213.7,134537915758
PreFlop,g00000se,5.0,true,0,0,1,2.0,0,0,200.0,134537931066
PreFlop,EsKoTeiRo,2.0,false,0,0,0,0,0,0,222.02,134537968190
River,Kreuznagel,45.0,false,0,0,2,8.0,1,0,206.0,134537945167
PreFlop,Rafaello18,5.0,false,0,0,1,2.0,0,0,219.66,134537990001
PreFlop,EsKoTeiRo,5.0,false,0,0,1,2.0,0,0,225.02,134538010397
PreFlop,EsKoTeiRo,5.0,false,0,0,1,2.0,0,0,222.02,134538000376
PreFlop,EsKoTeiRo,5.0,false,0,0,1,2.0,0,0,231.02,134538036151
PreFlop,EsKoTeiRo,5.0,false,0,0,1,2.0,0,0,228.02,134538023147
PreFlop,HerrJanks,2.0,false,0,0,0,0,0,0,206.19,134538045128
Turn,EsKoTeiRo,13.0,true,1,8.0,1,2.0,1,3,231.02,134538076567
PreFlop,Kreuznagel,2.0,false,0,0,0,0,0,0,218.98,134538068907
PreFlop,EsKoTeiRo,5.0,false,0,0,1,2.0,0,0,238.44,134538092688
River,Kreuznagel,103.0,false,2,44.0,1,2.0,3,2,218.98,134538114312
PreFlop,TideHan,5.0,false,0,0,1,2.0,0,0,210.2,134538138447
PreFlop,Rafaello18,15.0,false,0,0,2,8.0,0,0,216.66,134538155264
River,HerrJanks,15.0,false,1,10.0,1,2.0,1,4,203.0,134538197789
River,Shawn106,30.38,false,1,8.69,1,2.0,2,5,200.0,134538225120
PreFlop,EsKoTeiRo,5.0,false,0,0,1,2.0,0,0,200.0,134538248494
PreFlop,TideHan,5.0,false,0,0,1,2.0,0,0,210.2,134538262391
PreFlop,TideHan,5.0,false,0,0,1,2.0,0,0,213.2,134538272363
River,Rafaello18,105.7,false,3,48.35,1,2.0,4,3,222.66,134538282570
Flop,Peu3aHy,15.0,false,1,8.0,1,2.0,2,1,203.16,134538304176
River,HerrJanks,149.0,false,0,0,3,33.0,2,0,208.32,134538323638
Flop,TideHan,21.0,false,1,14.0,1,2.0,2,1,213.2,134538380070
PreFlop,Rafaello18,5.0,false,0,0,1,2.0,0,0,273.21,134538406476
Flop,Rafaello18,17.0,false,1,10.82,1,2.0,2,1,276.21,134538424919
PreFlop,TideHan,14.0,false,0,0,2,8.0,0,0,225.26,134538443781
PreFlop,Peu3aHy,5.0,false,0,0,1,2.0,0,0,205.35,134538462793
PreFlop,Rafaello18,4.0,false,0,0,1,2.0,0,0,283.45,134538500135
PreFlop,Peu3aHy,5.0,false,0,0,1,2.0,0,0,208.35,134538478104
PreFlop,Kreuznagel,5.0,false,0,0,1,2.0,0,0,200.0,134538510072
Turn,shyne1991,5.0,false,1,4.78,0,0,1,4,63.86,134538516807
PreFlop,HerrJanks,5.0,false,0,0,1,2.0,0,0,277.52,134538564540
Flop,shyne1991,27.0,false,1,6.0,2,8.0,2,1,66.64,134538541447
PreFlop,Peu3aHy,5.0,false,0,0,1,2.0,0,0,200.0,134538575484
Flop,Rafaello18,11.64,false,1,3.82,1,3.82,1,1,285.45,134538586009
Turn,Peu3aHy,18.0,false,2,20.0,0,0,3,1,224.93,134538660063
River,Peu3aHy,46.0,false,2,186.73,1,5.73,3,6,203.0,134538620635
PreFlop,flk.Dasas,2.0,false,0,0,0,0,0,0,200.0,134538676796
River,Kreuznagel,128.52,false,3,131.76,2,9.0,3,1,200.0,134538690680
PreFlop,flk.Dasas,5.0,true,0,0,1,2.0,0,0,200.0,134538746779
River,HerrJanks,25.0,false,1,6.0,1,2.0,2,5,213.76,134538763647
PreFlop,Shawn106,2.0,false,0,0,0,0,0,0,201.5,134538800701
Flop,TideHan,15.0,false,1,9.45,1,2.0,1,1,227.26,134538811688
PreFlop,Peu3aHy,2.0,false,0,0,0,0,0,0,234.12,134538833280
PreFlop,HerrJanks,2.0,false,0,0,0,0,0,0,225.64,134538845695
PreFlop,Kreuznagel,5.0,false,0,0,1,2.0,0,0,254.96,134538862311
PreFlop,HerrJanks,5.0,true,0,0,1,2.0,0,0,225.64,134538872782
Turn,flk.Dasas,31.0,true,2,24.58,1,2.0,2,1,200.0,134538887242
PreFlop,Rafaello18,5.0,false,0,0,1,2.0,0,0,285.75,134538925871
PreFlop,Peu3aHy,5.0,false,0,0,1,2.0,0,0,234.12,134538938083
PreFlop,Kreuznagel,5.0,false,0,0,1,2.0,0,0,254.96,134538951668
River,shyne1991,63.84,false,0,0,2,9.0,1,0,31.42,134538961042
PreFlop,flk.Dasas,2.0,false,0,0,0,0,0,0,215.6,134539009259
PreFlop,Kreuznagel,2.0,false,0,0,0,0,0,0,257.96,134539030284
PreFlop,HerrJanks,11.0,false,0,0,2,6.0,0,0,211.64,134539049692
Turn,Rafaello18,60.5,false,2,43.76,3,22.25,2,1,230.33,134539134924
PreFlop,Rolcia1981,5.0,false,0,0,1,2.0,0,0,92.09,134539172098
Flop,Rafaello18,17.0,false,1,10.82,1,2.0,2,0,259.36,134539191354
PreFlop,Kreuznagel,5.0,false,0,0,1,2.0,0,0,257.96,134539215090
PreFlop,Rafaello18,5.0,true,0,0,1,2.0,0,0,266.6,134539238534
River,shyne1991,47.0,false,1,14.0,1,2.0,3,5,58.04,134539284165
PreFlop,Kreuznagel,5.0,false,0,0,1,2.0,0,0,257.96,134539362426
Flop,Rolcia1981,14.0,false,1,8.0,1,2.0,1,1,62.09,134539336980
PreFlop,Shawn106,2.0,false,0,0,0,0,0,0,200.0,134539379007
Turn,Rolcia1981,13.0,false,1,6.0,1,2.0,3,3,69.46,134539413612
Turn,Rolcia1981,18.0,false,1,8.0,1,2.0,2,2,77.88,134539448278
PreFlop,Filojoes,14.0,false,0,0,2,8.0,0,0,200.0,134539487915
PreFlop,Filojoes,5.0,true,0,0,1,2.0,0,0,208.0,134539508213
River,Shawn106,117.0,false,3,105.1,1,2.0,4,1,200.0,134539522744
River,shyne1991,37.0,false,1,17.67,2,6.0,2,6,65.92,134539556381
PreFlop,Kreuznagel,5.0,false,0,0,1,2.0,0,0,257.96,134539593452
River,Kreuznagel,195.52,false,2,32.06,2,28.06,7,7,260.96,134539601081
Flop,Filojoes,14.0,false,1,8.02,1,2.0,1,1,207.0,134539653175
PreFlop,Kreuznagel,5.0,false,0,0,1,2.0,0,0,269.06,134539692224
PreFlop,flk.Dasas,4.0,false,0,0,1,2.0,0,0,207.6,134539702943
PreFlop,shyne1991,67.0,false,0,0,3,34.0,2,0,96.36,134539721861
River,shyne1991,39.32,false,1,10.16,1,2.0,3,6,139.36,134539769428
PreFlop,flk.Dasas,15.0,false,0,0,2,8.0,0,0,200.0,134539823326
PreFlop,Filojoes,5.0,false,0,0,1,2.0,0,0,200.0,134539858709
PreFlop,Rafaello18,9.0,false,0,0,2,6.0,0,0,266.6,134539877896
PreFlop,Rafaello18,4.0,false,0,0,1,2.0,0,0,271.6,134539903163
PreFlop,Filojoes,2.0,false,0,0,0,0,0,0,203.0,134539911472
Flop,Rafaello18,15.0,false,1,9.54,1,2.0,1,1,273.6,134539928110
River,flk.Dasas,70.36,false,1,18.18,2,6.0,2,4,207.0,134539953464
PreFlop,flk.Dasas,5.0,true,0,0,1,2.0,0,0,240.38,134540007340
PreFlop,TideHan,5.0,true,0,0,1,2.0,0,0,220.02,134540048091
PreFlop,TideHan,10.88,false,0,0,2,6.44,0,0,213.58,134540022994
PreFlop,TideHan,15.0,false,0,0,2,8.0,0,0,223.02,134540064642
PreFlop,Rolcia1981,4.0,false,0,0,1,2.0,0,0,37.07,134540089901
PreFlop,Kreuznagel,2.0,false,0,0,0,0,0,0,254.06,134540139581
River,flk.Dasas,46.04,false,2,18.02,1,2.0,3,2,238.94,134540105394
PreFlop,flk.Dasas,5.0,true,0,0,1,2.0,0,0,258.89,134540151120
PreFlop,Kreuznagel,5.0,false,0,0,1,2.0,0,0,296.26,134540234404
Turn,Kreuznagel,87.0,true,2,82.0,2,6.44,2,2,254.06,134540169787
PreFlop,Filojoes,2.0,false,0,0,0,0,0,0,200.0,134540298418
PreFlop,Kreuznagel,5.0,false,0,0,1,2.0,0,0,299.26,134540287726
PreFlop,TideHan,5.0,false,0,0,1,2.0,0,0,229.02,134540255508
PreFlop,Kreuznagel,2.0,false,0,0,0,0,0,0,302.26,134540306649
PreFlop,Shawn106,5.0,false,0,0,1,2.0,0,0,226.2,134540454952
River,Filojoes,75.14,false,1,30.0,1,2.0,3,1,203.42,134540476788
PreFlop,J0k3rF4c3_FD,5.0,true,0,0,1,2.0,0,0,200.0,134540497760
PreFlop,KidRiverss,5.0,false,0,0,1,2.0,0,0,80.0,134351939856
Flop,KidRiverss,11.0,false,1,5.25,1,2.0,1,1,83.0,134351970554
Flop,4getDa$,19.0,false,1,9.43,1,2.0,2,1,200.0,134352201196
PreFlop,Zockermicha,4.0,false,0,0,1,2.0,0,0,200.0,134352348614
PreFlop,Zockermicha,5.0,false,0,0,1,2.0,0,0,200.0,134352544797
Flop,FakieThis,11.0,false,1,7.0,1,2.0,1,1,213.26,134352571049
River,mojitos86,26.0,false,2,19.0,1,2.0,2,3,104.58,134352619469
PreFlop,SpainT9,5.0,false,0,0,1,2.0,0,0,200.0,134352733740
PreFlop,Zockermicha,5.0,false,0,0,1,2.0,0,0,209.0,134352810315
PreFlop,Zockermicha,15.0,false,0,0,2,8.0,0,0,200.0,134352759712
PreFlop,MrChiffo,5.0,true,0,0,1,2.0,0,0,200.0,134352843994
Flop,mojitos86,33.0,false,1,16.0,2,8.0,1,0,115.41,134352957897
PreFlop,Predators999,2.0,false,0,0,0,0,0,0,200.0,134353410766
Flop,Zockermicha,15.0,false,1,9.02,1,2.0,1,0,200.0,134353359535
PreFlop,Predators999,4.0,false,0,0,1,2.0,0,0,201.0,134353434773
PreFlop,Predators999,5.0,true,0,0,1,2.0,0,0,203.0,134353495785
PreFlop,MrChiffo,5.0,false,0,0,1,2.0,0,0,200.0,134353525985
PreFlop,Predators999,5.0,false,0,0,1,2.0,0,0,206.0,134353551623
PreFlop,DecimusMax,5.0,false,0,0,1,2.0,0,0,197.0,134353588452
PreFlop,mojitos86,5.0,false,0,0,1,2.0,0,0,112.88,134353620944
Flop,Zockermicha,81.0,false,1,5.0,4,59.0,1,0,205.32,134353656432
River,DecimusMax,11.0,false,1,6.0,1,2.0,1,4,200.0,134353769923
Turn,DecimusMax,33.0,true,2,32.0,1,2.0,3,3,201.5,134353899618
PreFlop,4getDa$,5.0,false,0,0,1,2.0,0,0,205.72,134354049991
PreFlop,FakieThis,2.0,false,0,0,0,0,0,0,211.59,134354097665
PreFlop,Predators999,5.0,false,0,0,1,2.0,0,0,201.0,134354120190
PreFlop,4getDa$,4.0,false,0,0,1,2.0,0,0,206.72,134354142985
PreFlop,Xagua,15.0,false,0,0,2,8.0,0,0,74.0,134354188283
Flop,Predators999,67.0,false,1,9.0,3,37.0,2,1,204.0,134354225255
PreFlop,Predators999,14.0,false,0,0,2,8.0,0,0,237.2,134354317719
Turn,mojitos86,12.12,false,1,6.0,1,2.0,2,3,106.88,134354356111
PreFlop,mojitos86,5.0,true,0,0,1,2.0,0,0,114.41,134354408057
